InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,TotalRevenue
INV009119,SKU0291,ClassicWidgetB,6,2011-12-15,148.59,11440,Spain,Electronics,1327.03
INV009120,SKU0246,BasicWidgetH,61,2011-12-16,23.22,15313,Spain,Sports,386.78
INV009121,SKU0263,ProWidgetF,14,2011-12-16,69.77,18992,Belgium,Electronics,3605.23
INV009122,SKU0078,EliteWidgetG,16,2011-12-16,110.0,16227,France,HomeGarden,4140.82
INV009123,SKU0386,DeluxeWidgetC,3,2011-12-16,1.3,12660,France,Sports,2508.88
INV009124,SKU0189,PremiumWidgetA,9,2011-12-16,23.2,11690,Belgium,HomeGarden,4103.26
INV009125,SKU0046,ClassicWidgetB,47,2011-12-16,3.54,10233,Australia,Toys,2290.14
INV009126,SKU0460,BasicWidgetH,85,2011-12-16,148.94,11876,Spain,HomeGarden,993.44
INV009127,SKU0360,PremiumWidgetA,94,2011-12-16,114.21,19153,Netherlands,Food,2372.5
INV009128,SKU0353,DeluxeWidgetC,94,2011-12-16,56.35,13370,Spain,Clothing,1080.54
INV009129,SKU0471,ProWidgetF,42,2011-12-16,23.86,16339,Australia,HomeGarden,2360.69
INV009130,SKU0487,DeluxeWidgetC,42,2011-12-16,14.01,15109,Germany,Electronics,738.61
INV009131,SKU0351,BudgetWidgetE,96,2011-12-16,80.02,11045,UnitedKingdom,Books,928.62
INV009132,SKU0188,EliteWidgetG,23,2011-12-16,146.4,16091,Spain,Sports,4414.68
INV009133,SKU0415,ClassicWidgetB,3,2011-12-16,101.35,14481,Australia,Sports,580.18
INV009134,SKU0255,ProWidgetF,1,2011-12-16,55.09,14459,Netherlands,Sports,1122.15
INV009135,SKU0221,BudgetWidgetE,67,2011-12-16,75.38,18033,Netherlands,Books,4977.6
INV009136,SKU0371,ClassicWidgetB,71,2011-12-16,149.84,16417,Australia,HomeGarden,2880.52
INV009137,SKU0240,DeluxeWidgetC,3,2011-12-16,78.06,11407,Germany,Toys,2929.51
INV009138,SKU0268,DeluxeWidgetC,49,2011-12-16,144.65,10207,Netherlands,Food,4225.01
INV009139,SKU0000,BasicWidgetH,67,2011-12-16,2.95,14370,Netherlands,Clothing,2622.07
INV009140,SKU0033,StandardWidgetD,55,2011-12-16,108.28,17150,Spain,Electronics,1109.69
INV009141,SKU0445,StandardWidgetD,4,2011-12-16,94.26,19944,Spain,Toys,2112.91
INV009142,SKU0078,DeluxeWidgetC,31,2011-12-16,102.96,18687,Belgium,Sports,3775.25
INV009143,SKU0235,DeluxeWidgetC,66,2011-12-16,85.8,10901,Germany,Electronics,4362.37
INV009144,SKU0333,PremiumWidgetA,78,2011-12-17,7.1,17083,Germany,HomeGarden,1366.75
INV009145,SKU0376,BasicWidgetH,64,2011-12-17,22.86,11749,Germany,Food,1310.61
INV009146,SKU0348,EliteWidgetG,31,2011-12-17,138.38,18651,Belgium,Toys,1638.71
INV009147,SKU0097,PremiumWidgetA,63,2011-12-17,35.32,14489,Germany,Food,2981.46
INV009148,SKU0081,EliteWidgetG,66,2011-12-17,148.94,19108,Australia,Clothing,1393.27
INV009149,SKU0454,BudgetWidgetE,31,2011-12-17,102.1,16582,Australia,Food,4465.79
INV009150,SKU0476,StandardWidgetD,47,2011-12-17,66.93,18030,France,Sports,4890.06
INV009151,SKU0414,StandardWidgetD,22,2011-12-17,138.05,14734,Belgium,Food,3395.92
INV009152,SKU0191,BasicWidgetH,74,2011-12-17,119.35,14665,France,HomeGarden,4851.53
INV009153,SKU0252,DeluxeWidgetC,94,2011-12-17,64.63,12194,Belgium,Toys,1439.96
INV009154,SKU0408,DeluxeWidgetC,97,2011-12-17,10.75,17126,France,Clothing,4076.04
INV009155,SKU0037,BudgetWidgetE,83,2011-12-17,130.31,10959,Netherlands,Toys,3392.54
INV009156,SKU0013,ProWidgetF,46,2011-12-17,114.87,18585,Germany,Sports,1316.7
INV009157,SKU0391,ProWidgetF,89,2011-12-17,118.71,14538,Australia,HomeGarden,1592.72
INV009158,SKU0346,BasicWidgetH,58,2011-12-17,111.86,14058,Australia,Electronics,2443.64
INV009159,SKU0309,ProWidgetF,61,2011-12-17,41.73,14842,Germany,Toys,3958.43
INV009160,SKU0385,StandardWidgetD,46,2011-12-17,128.9,12177,France,Books,4361.24
INV009161,SKU0208,PremiumWidgetA,1,2011-12-17,0.83,11799,Spain,Sports,3170.1
INV009162,SKU0356,ProWidgetF,96,2011-12-17,35.97,17570,Belgium,Clothing,3608.16
INV009163,SKU0461,ClassicWidgetB,25,2011-12-17,7.46,18696,Netherlands,Clothing,1319.98
INV009164,SKU0088,BasicWidgetH,61,2011-12-17,17.03,10719,Australia,Books,3705.62
INV009165,SKU0055,BudgetWidgetE,81,2011-12-17,80.09,11987,UnitedKingdom,Books,3025.29
INV009166,SKU0093,ProWidgetF,14,2011-12-17,6.07,15773,Netherlands,HomeGarden,1115.38
INV009167,SKU0092,ClassicWidgetB,45,2011-12-17,27.62,19066,Netherlands,Books,4750.98
INV009168,SKU0339,ProWidgetF,77,2011-12-18,35.29,12878,France,Sports,2564.79
INV009169,SKU0084,PremiumWidgetA,39,2011-12-18,98.47,18825,Germany,Toys,3972.52
INV009170,SKU0444,PremiumWidgetA,66,2011-12-18,70.59,12420,Belgium,Books,2628.54
INV009171,SKU0244,ProWidgetF,32,2011-12-18,69.03,11324,Belgium,Sports,4664.75
INV009172,SKU0021,BasicWidgetH,96,2011-12-18,115.38,11008,UnitedKingdom,Electronics,707.26
INV009173,SKU0290,BasicWidgetH,58,2011-12-18,68.78,19331,France,Books,2731.23
INV009174,SKU0484,ClassicWidgetB,56,2011-12-18,52.6,10403,Germany,Electronics,126.75
INV009175,SKU0271,BudgetWidgetE,6,2011-12-18,144.39,16233,Belgium,Food,987.77
INV009176,SKU0305,ClassicWidgetB,89,2011-12-18,1.74,18887,UnitedKingdom,Toys,1405.85
INV009177,SKU0121,BudgetWidgetE,67,2011-12-18,46.16,19099,Spain,Clothing,2363.58
INV009178,SKU0127,ProWidgetF,82,2011-12-18,91.6,16772,Spain,Toys,4101.04
INV009179,SKU0112,BudgetWidgetE,50,2011-12-18,117.53,16590,Australia,Food,2333.81
INV009180,SKU0426,DeluxeWidgetC,38,2011-12-18,122.55,10120,UnitedKingdom,Books,2806.37
INV009181,SKU0272,StandardWidgetD,3,2011-12-18,7.39,16460,France,Clothing,4620.35
INV009182,SKU0335,EliteWidgetG,5,2011-12-18,106.52,16281,UnitedKingdom,Toys,3782.91
INV009183,SKU0441,StandardWidgetD,24,2011-12-18,108.18,15862,UnitedKingdom,Electronics,251.97
INV009184,SKU0129,PremiumWidgetA,54,2011-12-18,32.5,12865,UnitedKingdom,Clothing,883.14
INV009185,SKU0131,DeluxeWidgetC,34,2011-12-18,17.36,13731,Australia,Electronics,192.05
INV009186,SKU0084,StandardWidgetD,39,2011-12-18,112.58,13591,Spain,HomeGarden,346.21
INV009187,SKU0422,ProWidgetF,88,2011-12-18,37.8,14486,Spain,Toys,1694.94
INV009188,SKU0481,BudgetWidgetE,92,2011-12-18,0.75,17172,Germany,Toys,3639.56
INV009189,SKU0349,BudgetWidgetE,48,2011-12-18,33.92,12414,UnitedKingdom,Electronics,1222.52
INV009190,SKU0389,ClassicWidgetB,49,2011-12-18,5.14,19032,Belgium,HomeGarden,1962.04
INV009191,SKU0080,ClassicWidgetB,34,2011-12-18,37.75,16635,Netherlands,Clothing,1969.98
INV009192,SKU0486,BasicWidgetH,80,2011-12-19,50.59,12805,Belgium,Electronics,2951.94
INV009193,SKU0472,BudgetWidgetE,7,2011-12-19,41.07,16665,France,HomeGarden,4464.7
INV009194,SKU0324,BasicWidgetH,18,2011-12-19,138.03,15361,Netherlands,Electronics,4916.15
INV009195,SKU0068,ProWidgetF,70,2011-12-19,35.26,11465,Belgium,Sports,3023.45
INV009196,SKU0147,BudgetWidgetE,92,2011-12-19,70.4,10403,Germany,Toys,2525.85
INV009197,SKU0447,ClassicWidgetB,34,2011-12-19,143.64,16570,France,Sports,3409.7
INV009198,SKU0015,StandardWidgetD,51,2011-12-19,131.94,18604,Germany,Clothing,3340.49
INV009199,SKU0306,BasicWidgetH,93,2011-12-19,46.73,19729,Belgium,Sports,2620.21
INV009200,SKU0104,BasicWidgetH,68,2011-12-19,49.31,14249,France,Toys,3685.04
INV009201,SKU0164,PremiumWidgetA,14,2011-12-19,89.2,16346,Spain,Books,2456.87
INV009202,SKU0487,ClassicWidgetB,69,2011-12-19,137.72,18408,Spain,HomeGarden,4982.3
INV009203,SKU0200,ProWidgetF,89,2011-12-19,1.99,16625,Netherlands,Toys,245.94
INV009204,SKU0196,BasicWidgetH,8,2011-12-19,59.27,19216,Netherlands,Toys,2216.63
INV009205,SKU0425,StandardWidgetD,15,2011-12-19,127.54,12813,Belgium,Books,1985.72
INV009206,SKU0184,StandardWidgetD,83,2011-12-19,61.87,10805,Australia,Sports,3851.75
INV009207,SKU0321,StandardWidgetD,59,2011-12-19,108.15,13349,Belgium,Clothing,954.94
INV009208,SKU0264,DeluxeWidgetC,11,2011-12-19,103.94,17361,Belgium,Books,2170.94
INV009209,SKU0362,DeluxeWidgetC,20,2011-12-19,31.22,12816,Belgium,Toys,3490.02
INV009210,SKU0099,EliteWidgetG,55,2011-12-19,67.71,19463,Germany,Food,3016.36
INV009211,SKU0341,StandardWidgetD,36,2011-12-19,85.14,16231,Netherlands,Clothing,2726.06
INV009212,SKU0319,BasicWidgetH,82,2011-12-19,107.46,18625,France,Electronics,2175.34
INV009213,SKU0213,ProWidgetF,14,2011-12-19,123.45,17420,UnitedKingdom,Toys,3760.29
INV009214,SKU0277,BudgetWidgetE,58,2011-12-19,114.11,18620,Belgium,Books,3232.48
INV009215,SKU0161,ProWidgetF,38,2011-12-19,4.73,19379,UnitedKingdom,Electronics,4373.68
INV009216,SKU0438,DeluxeWidgetC,89,2011-12-20,100.76,14257,UnitedKingdom,Books,3665.26
INV009217,SKU0156,ClassicWidgetB,80,2011-12-20,74.85,12312,Australia,Food,702.9
INV009218,SKU0421,BasicWidgetH,82,2011-12-20,86.29,11995,Belgium,HomeGarden,3098.07
INV009219,SKU0250,EliteWidgetG,1,2011-12-20,56.26,14995,Netherlands,Clothing,223.65
INV009220,SKU0365,DeluxeWidgetC,65,2011-12-20,107.25,11742,Germany,Electronics,1937.47
INV009221,SKU0096,BudgetWidgetE,1,2011-12-20,101.25,19534,Germany,Food,2060.28
INV009222,SKU0017,PremiumWidgetA,85,2011-12-20,87.13,11155,Belgium,Sports,4274.56
INV009223,SKU0326,EliteWidgetG,60,2011-12-20,129.31,13204,Belgium,Books,902.68
INV009224,SKU0448,DeluxeWidgetC,25,2011-12-20,15.73,18585,Australia,Toys,3218.06
INV009225,SKU0382,ProWidgetF,91,2011-12-20,45.5,16763,France,Electronics,962.74
INV009226,SKU0096,EliteWidgetG,10,2011-12-20,74.52,16947,Spain,Food,4743.4
INV009227,SKU0000,BasicWidgetH,50,2011-12-20,143.81,17202,Belgium,Food,2647.96
INV009228,SKU0215,ProWidgetF,12,2011-12-20,11.26,14817,Netherlands,Books,3541.36
INV009229,SKU0131,StandardWidgetD,92,2011-12-20,50.89,12040,Netherlands,Books,3233.08
INV009230,SKU0259,StandardWidgetD,32,2011-12-20,138.92,12078,France,Books,1518.89
INV009231,SKU0124,StandardWidgetD,33,2011-12-20,134.74,12864,France,Electronics,4506.09
INV009232,SKU0081,EliteWidgetG,72,2011-12-20,129.85,15829,Netherlands,Electronics,3136.62
INV009233,SKU0282,PremiumWidgetA,26,2011-12-20,46.6,16249,Netherlands,Books,2552.08
INV009234,SKU0170,BudgetWidgetE,42,2011-12-20,127.1,17442,UnitedKingdom,Sports,2642.28
INV009235,SKU0058,BasicWidgetH,50,2011-12-20,76.05,15215,Belgium,Toys,4453.56
INV009236,SKU0031,EliteWidgetG,61,2011-12-20,93.16,15112,Belgium,Clothing,296.54
INV009237,SKU0160,ClassicWidgetB,41,2011-12-20,36.2,16937,Belgium,Food,1945.92
INV009238,SKU0283,BasicWidgetH,57,2011-12-20,106.15,14256,Germany,Books,4208.3
INV009239,SKU0105,ProWidgetF,2,2011-12-20,49.49,19521,UnitedKingdom,Sports,188.54
INV009240,SKU0104,ProWidgetF,99,2011-12-21,51.91,19838,UnitedKingdom,Clothing,3196.27
INV009241,SKU0438,EliteWidgetG,98,2011-12-21,95.7,17891,Germany,Books,2016.92
INV009242,SKU0227,EliteWidgetG,70,2011-12-21,36.35,16339,Australia,Food,1023.71
INV009243,SKU0187,BudgetWidgetE,31,2011-12-21,34.05,12385,Spain,Clothing,3057.41
INV009244,SKU0069,PremiumWidgetA,23,2011-12-21,55.69,15429,Australia,Books,4155.47
INV009245,SKU0317,EliteWidgetG,76,2011-12-21,116.82,15298,Australia,Electronics,2337.23
INV009246,SKU0463,StandardWidgetD,54,2011-12-21,34.09,13305,Australia,Books,734.54
INV009247,SKU0289,BudgetWidgetE,28,2011-12-21,118.2,13320,France,Books,1531.45
INV009248,SKU0086,ClassicWidgetB,79,2011-12-21,104.49,16275,UnitedKingdom,Books,4906.78
INV009249,SKU0369,StandardWidgetD,19,2011-12-21,102.02,16392,France,Books,556.35
INV009250,SKU0361,ClassicWidgetB,76,2011-12-21,71.48,13526,Belgium,Sports,804.41
INV009251,SKU0471,DeluxeWidgetC,48,2011-12-21,112.01,16642,France,HomeGarden,4950.9
INV009252,SKU0055,ClassicWidgetB,2,2011-12-21,2.52,14914,Germany,Sports,4410.63
INV009253,SKU0112,StandardWidgetD,11,2011-12-21,46.19,19463,Australia,Sports,3535.94
INV009254,SKU0012,DeluxeWidgetC,44,2011-12-21,102.03,11287,Netherlands,Electronics,755.77
INV009255,SKU0439,StandardWidgetD,59,2011-12-21,148.1,14944,Australia,Books,1203.51
INV009256,SKU0017,ProWidgetF,59,2011-12-21,0.88,10360,UnitedKingdom,Sports,901.73
INV009257,SKU0181,StandardWidgetD,38,2011-12-21,76.74,11974,France,Clothing,3155.14
INV009258,SKU0460,DeluxeWidgetC,25,2011-12-21,138.61,13464,UnitedKingdom,Books,1994.95
INV009259,SKU0112,ClassicWidgetB,21,2011-12-21,129.6,12226,France,Electronics,239.85
INV009260,SKU0228,ProWidgetF,42,2011-12-21,3.96,15044,France,Toys,1457.17
INV009261,SKU0170,PremiumWidgetA,36,2011-12-21,79.67,15625,France,Toys,4303.41
INV009262,SKU0294,PremiumWidgetA,9,2011-12-21,1.14,11850,Netherlands,Electronics,3980.42
INV009263,SKU0188,BasicWidgetH,12,2011-12-21,118.54,15932,Belgium,Food,3215.42
INV009264,SKU0425,PremiumWidgetA,10,2011-12-22,46.68,13905,Australia,Clothing,428.63
INV009265,SKU0464,PremiumWidgetA,59,2011-12-22,114.96,13775,France,Toys,4414.07
INV009266,SKU0078,BudgetWidgetE,5,2011-12-22,141.75,10817,Germany,Electronics,2673.05
INV009267,SKU0145,PremiumWidgetA,33,2011-12-22,146.42,12146,Spain,Toys,2473.39
INV009268,SKU0406,DeluxeWidgetC,69,2011-12-22,134.17,17774,Spain,Books,4670.38
INV009269,SKU0181,EliteWidgetG,80,2011-12-22,31.02,18372,France,HomeGarden,45.21
INV009270,SKU0498,PremiumWidgetA,63,2011-12-22,29.59,17096,Australia,HomeGarden,2779.93
INV009271,SKU0285,StandardWidgetD,29,2011-12-22,94.05,17833,Australia,Sports,3956.43
INV009272,SKU0249,EliteWidgetG,18,2011-12-22,81.84,14469,Belgium,Electronics,319.39
INV009273,SKU0353,PremiumWidgetA,93,2011-12-22,1.93,15955,Belgium,Food,1786.5
INV009274,SKU0313,EliteWidgetG,6,2011-12-22,59.06,14719,Netherlands,Books,4887.45
INV009275,SKU0195,ClassicWidgetB,53,2011-12-22,136.05,17850,France,Clothing,1059.72
INV009276,SKU0322,DeluxeWidgetC,82,2011-12-22,134.8,16014,Germany,Clothing,2656.37
INV009277,SKU0070,DeluxeWidgetC,32,2011-12-22,30.98,14958,Netherlands,Books,3730.6
INV009278,SKU0247,BasicWidgetH,42,2011-12-22,57.6,16265,Netherlands,Books,1952.48
INV009279,SKU0145,EliteWidgetG,47,2011-12-22,84.27,10441,France,Clothing,2039.96
INV009280,SKU0105,BasicWidgetH,31,2011-12-22,127.99,17884,France,Electronics,317.28
INV009281,SKU0262,ProWidgetF,62,2011-12-22,80.03,19854,Netherlands,Toys,951.28
INV009282,SKU0295,BudgetWidgetE,56,2011-12-22,145.25,17658,Netherlands,Sports,4403.17
INV009283,SKU0069,StandardWidgetD,11,2011-12-22,119.96,19062,Netherlands,Sports,4091.77
INV009284,SKU0469,EliteWidgetG,26,2011-12-22,142.99,13212,UnitedKingdom,Sports,1523.89
INV009285,SKU0192,DeluxeWidgetC,92,2011-12-22,109.86,19848,Netherlands,Books,1909.17
INV009286,SKU0067,BasicWidgetH,27,2011-12-22,131.7,11896,Australia,Clothing,2202.61
INV009287,SKU0493,ClassicWidgetB,83,2011-12-22,124.74,11089,Spain,Food,1730.37
INV009288,SKU0304,PremiumWidgetA,57,2011-12-23,38.45,18674,Germany,Food,3269.9
INV009289,SKU0051,DeluxeWidgetC,27,2011-12-23,34.82,10308,Germany,Clothing,65.13
INV009290,SKU0369,ClassicWidgetB,59,2011-12-23,129.73,18784,Spain,Clothing,4400.96
INV009291,SKU0362,PremiumWidgetA,62,2011-12-23,13.16,11018,France,Toys,1503.94
INV009292,SKU0284,BudgetWidgetE,20,2011-12-23,61.58,14493,Belgium,Clothing,4361.99
INV009293,SKU0404,DeluxeWidgetC,3,2011-12-23,123.19,13261,Netherlands,Clothing,2272.47
INV009294,SKU0473,BasicWidgetH,16,2011-12-23,122.08,17084,Germany,HomeGarden,3881.88
INV009295,SKU0333,DeluxeWidgetC,44,2011-12-23,21.25,14290,Germany,Toys,4129.07
INV009296,SKU0008,EliteWidgetG,93,2011-12-23,73.41,17101,Australia,Books,1507.14
INV009297,SKU0250,EliteWidgetG,79,2011-12-23,72.23,11357,Australia,Food,3201.98
INV009298,SKU0430,ClassicWidgetB,30,2011-12-23,48.9,10082,UnitedKingdom,Toys,3037.46
INV009299,SKU0331,BasicWidgetH,40,2011-12-23,137.62,18442,Spain,Books,2380.59
INV009300,SKU0297,ProWidgetF,65,2011-12-23,98.14,19285,UnitedKingdom,HomeGarden,2348.37
INV009301,SKU0434,EliteWidgetG,29,2011-12-23,147.04,15411,Germany,Sports,1526.71
INV009302,SKU0183,StandardWidgetD,30,2011-12-23,10.48,12387,France,Electronics,1551.64
INV009303,SKU0178,BudgetWidgetE,32,2011-12-23,59.46,11408,Germany,Toys,2741.21
INV009304,SKU0197,StandardWidgetD,10,2011-12-23,125.35,19673,France,Books,162.32
INV009305,SKU0127,DeluxeWidgetC,91,2011-12-23,63.69,19290,Belgium,Books,4668.39
INV009306,SKU0019,StandardWidgetD,51,2011-12-23,39.65,13728,Germany,HomeGarden,3250.25
INV009307,SKU0471,PremiumWidgetA,8,2011-12-23,149.67,15294,Australia,Books,2217.77
INV009308,SKU0410,BudgetWidgetE,51,2011-12-23,131.03,18924,Netherlands,Books,309.97
INV009309,SKU0421,StandardWidgetD,36,2011-12-23,82.2,10322,Germany,Sports,3150.43
INV009310,SKU0327,PremiumWidgetA,55,2011-12-23,84.48,12057,UnitedKingdom,HomeGarden,89.7
INV009311,SKU0064,ClassicWidgetB,35,2011-12-23,1.53,13060,Belgium,Toys,3399.66
INV009312,SKU0181,StandardWidgetD,36,2011-12-24,147.16,13700,Belgium,Books,363.55
INV009313,SKU0240,BudgetWidgetE,56,2011-12-24,121.04,15635,France,Clothing,3280.85
INV009314,SKU0368,PremiumWidgetA,36,2011-12-24,5.99,13384,France,HomeGarden,2030.03
INV009315,SKU0023,StandardWidgetD,89,2011-12-24,26.86,19453,Germany,Sports,3313.48
INV009316,SKU0383,ClassicWidgetB,84,2011-12-24,123.24,18997,France,Toys,693.35
INV009317,SKU0430,StandardWidgetD,61,2011-12-24,13.49,19725,UnitedKingdom,Electronics,587.8
INV009318,SKU0454,PremiumWidgetA,62,2011-12-24,141.3,14225,Australia,Books,1237.87
INV009319,SKU0082,StandardWidgetD,81,2011-12-24,149.98,13456,Netherlands,Clothing,2058.15
INV009320,SKU0469,BudgetWidgetE,87,2011-12-24,133.02,13664,Netherlands,Clothing,1265.9
INV009321,SKU0318,DeluxeWidgetC,25,2011-12-24,110.97,13096,France,Electronics,410.99
INV009322,SKU0184,BasicWidgetH,64,2011-12-24,73.35,17428,Germany,HomeGarden,1625.82
INV009323,SKU0438,BasicWidgetH,60,2011-12-24,12.82,17565,France,Sports,3529.1
INV009324,SKU0315,PremiumWidgetA,57,2011-12-24,109.7,14659,Belgium,Books,2915.85
INV009325,SKU0098,PremiumWidgetA,95,2011-12-24,59.83,19545,UnitedKingdom,Books,4816.66
INV009326,SKU0061,PremiumWidgetA,70,2011-12-24,85.75,10148,Spain,Toys,2180.17
INV009327,SKU0285,PremiumWidgetA,99,2011-12-24,44.36,15730,Germany,Books,1664.68
INV009328,SKU0476,StandardWidgetD,52,2011-12-24,36.7,17163,Australia,Clothing,3468.7
INV009329,SKU0021,BudgetWidgetE,56,2011-12-24,48.98,19975,UnitedKingdom,HomeGarden,2060.38
INV009330,SKU0458,BasicWidgetH,63,2011-12-24,122.17,16262,Australia,Electronics,3091.93
INV009331,SKU0211,ClassicWidgetB,68,2011-12-24,64.26,15553,Germany,HomeGarden,4731.49
INV009332,SKU0125,BasicWidgetH,20,2011-12-24,47.1,10614,Australia,Sports,2496.45
INV009333,SKU0412,BudgetWidgetE,54,2011-12-24,65.23,18431,UnitedKingdom,Sports,2491.38
INV009334,SKU0498,PremiumWidgetA,1,2011-12-24,5.33,10912,UnitedKingdom,Food,3876.06
INV009335,SKU0424,ProWidgetF,90,2011-12-24,133.65,13013,France,Electronics,3780.63
INV009336,SKU0041,StandardWidgetD,98,2011-12-25,82.99,15409,Spain,Clothing,2581.64
INV009337,SKU0097,ProWidgetF,10,2011-12-25,16.17,10158,Germany,Toys,324.54
INV009338,SKU0448,StandardWidgetD,23,2011-12-25,43.62,10547,Netherlands,Electronics,4903.95
INV009339,SKU0030,PremiumWidgetA,51,2011-12-25,147.54,15132,Belgium,Toys,1887.22
INV009340,SKU0157,StandardWidgetD,24,2011-12-25,89.16,12900,Spain,Sports,1584.22
INV009341,SKU0111,PremiumWidgetA,13,2011-12-25,44.07,17674,Netherlands,Clothing,4907.75
INV009342,SKU0401,BudgetWidgetE,29,2011-12-25,64.24,12265,Australia,HomeGarden,4360.8
INV009343,SKU0246,EliteWidgetG,58,2011-12-25,39.14,18946,Netherlands,Sports,1651.75
INV009344,SKU0121,DeluxeWidgetC,91,2011-12-25,5.25,10734,Netherlands,Clothing,1542.24
INV009345,SKU0272,StandardWidgetD,95,2011-12-25,126.38,13791,Belgium,Clothing,3605.05
INV009346,SKU0293,PremiumWidgetA,43,2011-12-25,44.23,14317,UnitedKingdom,Books,1672.25
INV009347,SKU0397,ProWidgetF,10,2011-12-25,125.84,11924,UnitedKingdom,HomeGarden,1257.91
INV009348,SKU0470,PremiumWidgetA,31,2011-12-25,72.04,10523,UnitedKingdom,Clothing,4898.37
INV009349,SKU0472,ProWidgetF,74,2011-12-25,27.84,19702,Netherlands,Electronics,2828.99
INV009350,SKU0206,BasicWidgetH,88,2011-12-25,120.38,15924,Australia,Toys,3812.73
INV009351,SKU0109,StandardWidgetD,97,2011-12-25,56.88,18809,Germany,Food,3565.56
INV009352,SKU0439,ClassicWidgetB,14,2011-12-25,106.31,10860,Belgium,HomeGarden,3777.87
INV009353,SKU0277,ProWidgetF,99,2011-12-25,125.67,16184,France,HomeGarden,4517.05
INV009354,SKU0450,PremiumWidgetA,34,2011-12-25,144.47,17492,Australia,Food,2504.34
INV009355,SKU0055,StandardWidgetD,17,2011-12-25,13.33,15880,Belgium,Sports,3767.14
INV009356,SKU0374,PremiumWidgetA,21,2011-12-25,1.75,17901,Belgium,HomeGarden,3984.27
INV009357,SKU0402,ClassicWidgetB,96,2011-12-25,82.49,11307,UnitedKingdom,HomeGarden,4731.98
INV009358,SKU0056,DeluxeWidgetC,67,2011-12-25,40.0,16346,Australia,Books,3565.77
INV009359,SKU0427,EliteWidgetG,58,2011-12-25,70.63,12821,Germany,HomeGarden,4463.19
INV009360,SKU0481,EliteWidgetG,79,2011-12-26,11.36,13865,Spain,Toys,476.1
INV009361,SKU0290,ClassicWidgetB,8,2011-12-26,75.49,16925,UnitedKingdom,Toys,631.36
INV009362,SKU0113,BudgetWidgetE,96,2011-12-26,19.17,18226,Germany,Toys,792.57
INV009363,SKU0380,StandardWidgetD,38,2011-12-26,125.87,12100,Spain,Clothing,724.92
INV009364,SKU0384,ClassicWidgetB,26,2011-12-26,114.04,19571,France,Food,438.51
INV009365,SKU0307,DeluxeWidgetC,64,2011-12-26,11.57,10436,Australia,Food,613.75
INV009366,SKU0340,PremiumWidgetA,30,2011-12-26,125.53,12572,France,Electronics,4979.56
INV009367,SKU0476,StandardWidgetD,9,2011-12-26,49.08,14362,Belgium,Food,1361.65
INV009368,SKU0197,BasicWidgetH,32,2011-12-26,53.25,10308,Netherlands,Toys,2390.76
INV009369,SKU0420,ProWidgetF,11,2011-12-26,27.38,10491,Australia,Books,4108.26
INV009370,SKU0320,ClassicWidgetB,86,2011-12-26,125.38,15308,Belgium,Books,592.41
INV009371,SKU0178,BasicWidgetH,34,2011-12-26,61.0,10521,Spain,Books,1587.51
INV009372,SKU0384,BasicWidgetH,18,2011-12-26,7.8,11914,Netherlands,Books,797.27
INV009373,SKU0218,DeluxeWidgetC,19,2011-12-26,144.95,12925,Germany,Sports,313.72
INV009374,SKU0276,BasicWidgetH,54,2011-12-26,38.76,19560,Netherlands,Food,4803.81
INV009375,SKU0436,ClassicWidgetB,82,2011-12-26,140.46,13290,Spain,Books,4291.93
INV009376,SKU0015,BudgetWidgetE,37,2011-12-26,45.54,13229,Spain,Sports,4396.61
INV009377,SKU0491,EliteWidgetG,82,2011-12-26,124.8,13577,Germany,Sports,4343.53
INV009378,SKU0378,EliteWidgetG,12,2011-12-26,99.8,15609,France,HomeGarden,773.68
INV009379,SKU0060,StandardWidgetD,4,2011-12-26,129.26,12571,UnitedKingdom,Electronics,3925.2
INV009380,SKU0053,PremiumWidgetA,43,2011-12-26,146.43,10232,France,HomeGarden,3639.63
INV009381,SKU0167,DeluxeWidgetC,27,2011-12-26,130.79,19814,Belgium,Sports,4627.15
INV009382,SKU0025,ClassicWidgetB,51,2011-12-26,60.85,12652,Netherlands,HomeGarden,1097.39
INV009383,SKU0335,StandardWidgetD,5,2011-12-26,122.27,16250,Germany,Clothing,2070.81
INV009384,SKU0475,ClassicWidgetB,6,2011-12-27,106.89,11216,Netherlands,Food,1475.35
INV009385,SKU0064,StandardWidgetD,77,2011-12-27,9.71,13539,Spain,Books,1290.33
INV009386,SKU0099,EliteWidgetG,87,2011-12-27,139.5,10521,Belgium,Books,3262.26
INV009387,SKU0073,BasicWidgetH,56,2011-12-27,70.16,13066,Belgium,Food,820.55
INV009388,SKU0191,BudgetWidgetE,89,2011-12-27,20.6,10340,UnitedKingdom,Food,2324.57
INV009389,SKU0170,ClassicWidgetB,68,2011-12-27,64.09,18250,Australia,Sports,3233.56
INV009390,SKU0272,BudgetWidgetE,96,2011-12-27,90.67,13253,Australia,HomeGarden,652.39
INV009391,SKU0376,ProWidgetF,44,2011-12-27,86.16,14681,Australia,Food,1285.64
INV009392,SKU0186,ProWidgetF,15,2011-12-27,86.43,15633,Netherlands,Clothing,4836.86
INV009393,SKU0022,BasicWidgetH,90,2011-12-27,38.75,10242,Australia,Clothing,3977.35
INV009394,SKU0390,EliteWidgetG,42,2011-12-27,95.09,10227,Germany,Toys,3385.1
